37,2,88,03,03,0,21,55,/,01,/,4,0,01,1,3,1, ,//,07,/////,b-c-d-e-f      ,
37,2,88,03,03,0,22,00,/,01,/,4,0,02,3,0,2, ,  ,07,/////,               ,
41,2,88,03,03,0,22,09,1,03,8,3,0,01,1,1,1, ,  ,08,/////,c-d-e          ,kE, U
02,2,88,03,03,0,22,15,0,//,1,5,0,01,0,0,1,4,//,08,/////,e-f            ,
38,2,88,03,04,0,00,00,0,03,8,3,0,01,1,0,2,1,06,08,/////,               ,kA
38,2,88,03,04,0,00,00,0,03,8,3,0,05,1,0,1,1,06,08,/////,               ,kA
02,1,88,03,04,0,07,45,2,02,9,5,3,08,0,0,2,4,//,08,804//,               ,
11,1,88,03,04,0,10,50,1,21,8,5,/,01,1,1,1, ,  ,21,/////,a-b-c-d-e-f-g  ,
07,1,88,03,04,2,15,18,2,02,8,3,0,01,0,4,1,4,//,07,/////,c-d-e          ,
41,2,88,03,04,0,21,09,1,00,7,3,0,01,0,0,1, ,  ,08,/////,d              ,
26,2,88,03,04,0,21,25,1,00,8,5,0,01,0,0,1, ,  ,08,/////,b-c-d-e-f      ,kE
26,2,88,03,04,0,21,25,1,00,8,5,0,03,0,0,1, ,  ,08,/////,               ,kE 
16,2,88,03,04,0,21,45,/,06,/,/,0,01,1,0,1, ,//,08,/////,b-c-d-e        ,
25,2,88,03,04,0,22,00,1,//,8,3,8,01,0,1,1,4,08,08,/////,d-e-f          ,kA kE
34,2,88,03,04,2,23,30,1,//,7,3,0,01,1,0,1, ,18,03,/////,b-c-d-e-f      ,kE
28,2,88,03,05,2,05,44,0,02,/,3,2,08,2,0,2,4,//,07,805//,               ,
28,2,88,03,05,2,05,44,0,02,/,3,2,09,2,0,2,4,//,07,8//05,               ,
28,1,88,03,05,2,07,43,0,00,1,3,2,08,0,3,2,4,//,07,801//,               ,
33,1,88,03,05,0,15,45,0,02,5,3,5,01,0,4,1, ,17,08,/////,c-d-e          ,
41,1,88,03,05,0,17,42,1,00,4,3,0,08,1,4,1, ,  ,08,802//,               ,kE
25,2,88,03,05,0,21,30,1,01,3,3,0,01,0,0,1, ,  ,08,/////,b/d-e-f        ,kE
41,1,88,03,06,0,16,56,2,00,4,3,5,08,1,3,1, ,  ,08,806//,               ,kE
18,1,88,03,06,0,17,00,/,03,0,0,/,08,2,0,2, ,  ,08,815//,               ,
17,1,88,03,07,2,10,30,2,04,6,6,5,02,1,1,1,4,//,07,/////,               ,
28,2,88,03,08,2,00,00,0,04,1,3,2,08,3,0,2, ,01,07,805//,               ,kE
28,2,88,03,08,2,00,00,0,04,1,3,2,09,3,0,2, ,01,07,8//04,               ,kE
29,1,88,03,08,1,17,25,/,01,0,0,2,08,2,0,2, ,  ,04,803//,               ,kA, kE durch Sc, Potsdam
18,1,88,03,09,1,07,35,/,01,0,0,/,08,1,0,1, ,00,08,804//,               ,WÅlknitz, Schneefall
25,1,88,03,09,0,07,40,/,00,0,0,5,08,1,3,2, ,04,08,804//,               ,
18,1,88,03,09,1,07,45,/,02,0,0,/,09,1,0,2, ,  ,08,8//08,               ,WÅlknitz
17,1,88,03,09,2,09,45,0,//,6,1,0,01,1,4,1,3,05,07,/////,b-c-d-e-f-g    ,k
28,1,88,03,09,2,17,35,2,01,2,1,8,03,1,1,1, ,//,07,/////,               ,
28,1,88,03,09,2,17,37,2,01,2,1,8,02,2,1,1, ,//,07,/////,               ,
15,1,88,03,10,2,06,55,1,02,1,1,2,08,2,3,2, ,  ,08,803//,               ,
17,1,88,03,10,2,07,40,1,02,8,5,0,08,2,0,/,4,14,07,805//,               ,
08,1,88,03,10,2,07,45,0,02,/,/,/,05,1,1,1, ,05,04,/////,               ,
06,1,88,03,10,2,08,15,2,06,6,3,7,01,1,1,1,1,05,04,/////,c-d-e          ,
10,1,88,03,10,1,08,30,1,02,4,3,2,02,1,1,1,1,04,04,/////,               ,Berlin
10,1,88,03,10,1,08,30,1,05,4,3,2,03,1,1,1,1,04,04,/////,               ,Berlin
10,1,88,03,10,1,08,50,1,00,4,3,2,01,0,1,1,1,04,04,/////,c-d-e          ,Berlin
09,1,88,03,11,2,10,00,1,02,6,3,5,01,1,0,1, ,  ,07,/////,b-c-d-e-f      ,
34,1,88,03,11,0,11,00,1,26,4,1,3,01,2,1,1, ,00,07,/////,b-c-d-e-f      ,kE, UH
38,1,88,03,11,0,14,00,/,06,/,3,/,01,1,1,1, ,06,08,/////,d-e            ,kA kE
29,1,88,03,11,0,14,15,0,03,4,1,8,03,0,1,2, ,05,08,/////,               ,kE durch Sc
09,1,88,03,11,2,14,45,1,01,6,3,5,01,1,0,1, ,  ,07,/////,c-d-e          ,leicht fraktuiert
29,1,88,03,11,0,15,05,1,01,6,3,7,05,0,1,1, ,04,08,/////,               ,kE
17,1,88,03,11,2,15,40,1,06,8,5,0,01,2,1,1,2,08,07,/////,               ,a.b.c.d.e.f 
10,1,88,03,11,0,16,10,1,00,/,3,6,01,1,1,1, ,  ,04,/////,c-d-e          ,Schauer kurz danach, Regenbogen
25,1,88,03,11,0,16,40,0,02,8,3,0,01,1,1,1, ,01,08,/////,b-c-d-e        ,
27,1,88,03,11,0,16,45,1,22,6,3,2,01,1,1,1, ,03,08,/////,d              ,
29,1,88,03,12,0,09,45,2,09,4,5,5,01,1,1,1, ,08,08,/////,b-c-d-e-f      ,
25,1,88,03,12,0,11,25,0,02,5,6,5,01,0,1,1, ,04,08,/////,d/f            ,
39,1,88,03,12,0,14,45,1,//,4,1,5,01,1,1,1, ,  ,04,/////,c-d-e          ,kE
10,1,88,03,12,0,15,00,1,01,4,1,5,01,0,1,1, ,  ,04,/////,c-d-e          ,abziehende Luftmassengrenze
29,1,88,03,12,0,15,10,2,01,4,1,5,11,1,1,1, ,08,08,/////,               ,im Ci eines Cb entstanden
34,1,88,03,12,1,15,50,0,01,3,1,3,01,1,1,1, ,12,08,/////,d              ,kE, Freiberg
15,1,88,03,13,2,08,10,2,38,8,1,1,01,1,1,1, ,  ,08,/////,a-b-c-d-e-f-g  ,
04,1,88,03,13,0,08,30,2,12,8,3,4,01,1,1,1,4,00,08,/////,b-c-d-e-f      ,
30,1,88,03,13,0,09,20,2,13,8,3,2,01,1,1,1, ,  ,08,/////,a-b-c-d-e-f-g  ,U
09,1,88,03,13,2,09,30,2,03,8,5,2,01,1,0,1, ,04,07,/////,b-c-d-e-f      ,
33,1,88,03,13,1,09,30,2,04,8,3,7,01,1,4,1,1,08,08,/////,c-d-e-f        ,Leipzig
27,1,88,03,13,1,10,25,1,03,8,4,0,01,1,1,1,2,//,08,/////,c-d-e-f        ,
41,1,88,03,13,0,10,35,1,03,8,3,9,01,2,1,1, ,  ,08,/////,b-c-d-e-f      ,kE
16,1,88,03,13,0,10,45,2,03,8,3,7,01,2,1,1, ,//,08,/////,a-b-c-d-e-f    ,
29,1,88,03,13,0,11,00,2,02,8,3,7,01,0,1,1,1,02,08,/////,c-d-e          ,kE durch As
39,1,88,03,13,0,12,30,2,//,8,5,2,01,0,1,1, ,  ,04,/////,               ,
07,1,88,03,13,0,16,11,1,05,8,1,5,01,1,4,1,4,//,07,/////,c-d-e-f        ,
07,1,88,03,13,0,16,11,1,01,8,1,5,05,1,4,1,4,//,07,/////,               ,
25,1,88,03,14,0,07,40,2,58,8,3,8,01,2,1,1, ,  ,08,/////,a-b-c-d-e-f-g  ,UH
15,1,88,03,14,2,08,38,2,17,8,1,2,01,2,0,1, ,  ,08,/////,a-b-c-d-e-f    ,
34,1,88,03,14,0,08,55,2,02,8,3,0,01,1,/,1, ,17,07,/////,c-d-e          ,kE
41,1,88,03,14,0,09,40,2,30,8,3,9,01,1,1,1, ,  ,08,/////,b-c-d-e-f      ,kE, U
16,1,88,03,14,0,10,00,2,18,8,3,2,01,1,1,1, ,//,08,/////,b-c-d-e-f-g    ,
18,1,88,03,14,1,10,05,2,03,/,/,/,01,1,0,1, ,  ,08,/////,c-d-e          ,WÅlknitz
29,1,88,03,14,0,11,15,1,05,8,3,7,01,0,1,1,1,22,08,/////,b-c-d-e-f      ,
28,1,88,03,14,2,11,35,/,04,0,0,3,01,0,1,1,4,//,07,/////,b-c-d-e-f      ,
38,1,88,03,14,0,12,00,2,12,8,5,5,01,0,1,1,1,20,08,/////,d              ,kA kE
02,1,88,03,14,0,14,00,1,05,3,5,1,01,1,1,1, ,  ,08,/////,               ,
27,1,88,03,14,0,14,00,1,//,7,4,8,01,0,1,1,1,19,08,/////,d              ,kE
26,1,88,03,14,0,14,15,1,05,7,5,5,01,1,1,1, ,  ,08,/////,b-c-d-e-f      ,kE
09,1,88,03,14,2,14,30,1,02,7,5,7,01,1,4,1, ,  ,07,/////,b-c-d-e-f      ,stark diffus
09,1,88,03,14,2,14,30,1,02,7,5,7,02,1,4,1, ,  ,07,/////,               ,
09,1,88,03,14,2,14,30,1,02,7,5,7,03,1,4,1, ,  ,07,/////,               ,
08,1,88,03,14,2,14,51,/,00,/,/,/,05,1,0,1, ,  ,04,/////,               ,
41,1,88,03,14,1,16,17,2,00,8,3,/,03,2,1,2, ,  ,08,/////,               ,Dresden
18,1,88,03,14,1,16,30,2,01,/,/,/,01,1,0,1, ,  ,08,/////,d              ,Riesa
28,1,88,03,14,2,16,30,1,01,4,3,5,03,2,1,1,4,//,07,/////,               ,
15,1,88,03,14,2,17,07,1,00,8,1,2,02,1,3,1, ,  ,08,/////,               ,
42,1,88,03,14,0,17,10,2,00,7,3,0,02,1,0,2, ,  ,08,/////,               ,
41,1,88,03,14,0,17,12,2,00,7,3,/,02,0,1,1, ,  ,08,/////,               ,
41,1,88,03,14,0,17,12,2,01,7,3,/,03,2,1,2, ,  ,08,/////,               ,U
42,1,88,03,14,0,17,15,2,00,6,3,0,09,0,0,2, ,  ,08,8//01,               ,
42,1,88,03,14,0,17,20,2,00,6,3,0,08,0,0,2, ,  ,08,802//,               ,
27,1,88,03,14,0,17,30,1,02,7,4,8,08,1,4,1,1,19,08,801//,               ,
30,1,88,03,15,0,06,45,/,//,0,0,2,08,1,4,2, ,  ,08,805//,               ,
18,1,88,03,15,1,07,25,2,02,/,/,/,03,0,0,1, ,02,08,/////,               ,WÅlknitz
18,1,88,03,15,1,07,25,2,02,/,/,/,05,0,0,1, ,02,08,/////,               ,WÅlknitz
18,1,88,03,15,1,07,25,2,02,/,/,/,10,0,0,2, ,02,08,80101,               ,WÅlknitz
10,1,88,03,15,0,12,20,2,02,8,3,7,01,0,0,1, ,  ,04,/////,b-c-d-e-f      ,
11,1,88,03,15,0,13,50,1,23,/,5,/,01,2,1,1,1,  ,21,/////,b-c-d-e-f      ,
11,1,88,03,15,1,13,50,1,23,/,5,/,02,2,/,/,1,  ,21,/////,               ,
11,1,88,03,15,0,13,50,1,23,/,5,/,03,2,/,/,1,  ,21,/////,               ,
11,1,88,03,15,0,13,50,1,23,/,5,/,11,2,/,/,1,  ,21,/////,               ,
10,1,88,03,16,0,07,10,1,02,6,5,2,01,2,1,1,1,//,04,/////,c-d-e          ,Warmsektor
10,1,88,03,16,0,07,10,1,02,6,5,2,05,2,1,1,1,//,04,/////,               ,Warmsektor
33,1,88,03,16,2,07,50,1,00,6,1,8,01,0,4,1,1,10,04,/////,d-e            ,
17,1,88,03,16,2,09,50,2,//,5,6,7,02,1,3,1,4,//,07,/////,               ,kE
17,1,88,03,16,2,09,50,2,//,5,6,7,03,1,1,1,4,//,07,/////,               ,kE
09,1,88,03,16,2,10,15,/,02,4,/,5,01,1,4,1, ,07,07,/////,c-d-e          ,diffus
34,1,88,03,16,0,11,20,1,02,5,1,3,01,1,1,1, ,17,07,/////,d-e-f          ,
34,1,88,03,16,0,11,20,1,00,5,1,3,03,1,1,1, ,17,07,/////,               ,
15,1,88,03,16,2,11,59,2,07,7,3,1,01,1,1,1, ,  ,08,/////,a-b-c-d-e-f-g  ,
29,1,88,03,16,2,12,50,1,07,5,3,5,01,2,1,2,1,03,04,/////,               ,
39,1,88,03,16,0,13,30,/,//,/,/,/,01,/,/,/, ,  ,04,/////,               ,kE
38,1,88,03,16,0,14,00,2,02,8,5,/,01,1,1,1,2,00,08,/////,c-d-e-f        ,Regen vor und danach
25,1,88,03,16,0,14,15,1,05,6,5,0,01,2,1,1, ,  ,08,/////,b-c-d/d-e-f    ,kA kE
26,1,88,03,16,0,14,15,1,04,3,5,3,01,2,1,1, ,  ,08,/////,a-b-c-d-e-f-g  ,
33,1,88,03,16,2,14,40,2,06,/,5,5,01,1,3,1,1,03,04,/////,d-e-f          ,U
19,1,88,03,16,0,17,30,/,02,/,/,/,02,0,0,2, ,  ,08,/////,               ,
15,1,88,03,17,2,11,06,1,01,6,3,2,01,2,1,1, ,  ,08,/////,b-c-d-e-f-g/h  ,
29,1,88,03,17,1,15,30,1,01,2,1,6,11,2,1,1, ,  ,04,/////,               ,Im Ci eines Cb enstanden, kE durch Cb
04,1,88,03,17,0,16,10,1,02,8,3,9,11,1,1,1,2,00,08,/////,               ,
29,1,88,03,17,1,16,35,1,03,3,5,6,11,1,1,1, ,  ,04,/////,               ,im Ci eines Cb entstanden, U
29,1,88,03,17,1,16,40,1,01,1,1,5,03,1,1,1, ,  ,04,/////,               ,
19,1,88,03,18,0,07,15,0,02,1,1,0,01,0,0,1, ,  ,08,/////,a-b-c/e-f      ,
19,1,88,03,18,0,07,30,0,02,1,1,0,02,0,0,2, ,  ,08,/////,               ,
19,1,88,03,18,0,07,35,0,01,1,1,0,03,0,0,2, ,  ,08,/////,               ,
25,1,88,03,18,1,12,40,2,//,/,3,2,01,0,0,1, ,03,07,/////,d              ,kA kE, Erfurt
17,1,88,03,18,2,16,55,1,03,8,1,0,01,2,1,1,4,//,07,/////,b-c-d-e-f      ,
17,1,88,03,18,2,17,10,1,01,8,1,0,11,2,1,/,4,//,07,/////,               ,
25,1,88,03,19,1,07,40,1,//,6,3,5,01,0,1,1, ,  ,07,/////,d              ,kA kE
02,1,88,03,19,0,08,00,0,02,1,5,0,01,1,1,1,3,//,08,/////,c-d-e          ,
02,1,88,03,19,0,08,00,0,02,1,5,0,05,1,1,1,3,//,08,/////,               ,
04,1,88,03,19,0,09,15,1,01,8,3,0,01,1,4,2,1,28,08,/////,               ,
15,1,88,03,19,2,09,28,0,11,4,1,0,01,0,3,1, ,  ,08,/////,b-c-d-e-f      ,
06,1,88,03,19,0,09,35,1,04,6,3,0,01,1,1,1,1,20,04,/////,b-c-d-e-f      ,
06,1,88,03,19,0,09,35,1,04,6,3,0,05,1,1,1,1,20,04,/////,               ,
29,1,88,03,19,1,09,35,1,12,6,1,0,01,1,1,1, ,  ,04,/////,b-c-d-e-f      ,mehrere U
33,1,88,03,19,1,09,40,2,18,7,1,0,01,1,3,1,4,20,04,/////,b-c-d-e-f      ,Potsdam
10,1,88,03,19,0,09,50,1,12,8,1,0,01,2,1,2,1,18,04,/////,               ,U
10,1,88,03,19,0,09,50,1,12,8,1,0,05,2,1,1,1,18,04,/////,               ,U
17,1,88,03,19,1,09,51,1,05,8,3,0,01,1,4,1,4,//,08,/////,b-c-d-e        ,
17,1,88,03,19,1,09,51,1,02,8,3,0,03,1,1,1,4,//,08,/////,               ,
29,1,88,03,19,1,10,00,1,01,5,1,0,02,1,1,1, ,  ,04,/////,               ,
34,1,88,03,19,2,10,00,1,35,7,7,1,01,1,1,1,1,11,03,/////,c-d-e-f        ,UH
26,1,88,03,19,0,10,20,1,44,6,5,0,01,2,1,1,1,  ,08,/////,a-b-c-d-e-f-g  ,UH
27,1,88,03,19,0,10,25,1,39,6,4,8,01,2,1,1,1,//,08,/////,b-c-d-e-f      ,UH
26,1,88,03,19,0,10,30,1,01,6,5,0,03,1,1,1,1,  ,08,/////,               ,
06,1,88,03,19,0,11,15,2,00,5,5,0,01,0,0,1,1,18,04,/////,c-d-e          ,
41,1,88,03,19,0,11,20,0,08,4,1,0,01,1,1,1, ,  ,08,/////,d-e-f          ,kE, U
04,1,88,03,19,0,12,15,1,01,8,3,0,01,1,4,1,1,25,08,/////,d-e            ,
06,1,88,03,19,0,12,55,2,03,6,3,0,01,0,0,1,1,16,04,/////,a-b-c-d-e-f-g  ,
25,1,88,03,19,0,13,00,1,26,6,5,0,01,1,1,2, ,  ,08,/////,               ,kE
34,1,88,03,19,2,13,35,1,10,7,7,1,02,1,1,1,1,11,03,/////,               ,
25,1,88,03,19,0,13,40,1,21,6,5,0,03,1,1,2, ,  ,08,/////,               ,10¯-Schweif
02,1,88,03,19,0,13,45,0,10,2,3,0,02,2,1,2,3,//,08,/////,               ,
02,1,88,03,19,0,13,45,0,10,2,3,0,13,1,0,1,3,//,08,/////,               ,
25,1,88,03,19,0,13,45,1,17,6,5,0,02,1,1,1, ,  ,08,/////,               ,
15,1,88,03,19,2,13,49,1,02,6,1,0,02,1,3,/, ,  ,08,/////,               ,
25,1,88,03,19,0,13,50,1,04,6,5,0,14,1,1,1, ,  ,08,/////,               ,
