17,1,86,01,24,1,09,58,/,06,3,4,1,02,3,2,2, ,  ,08,/////,               ,
10,2,86,01,25,0,23,45,/,02,8,3,2,01,2,0,2, ,  ,04,/////,               ,
40,1,86,01,26,0,11,30,/,00,/,1,/,11,0,/,/, ,  ,01,/////,               ,
07,1,86,01,27,1,13,59,/,00,8,7,5,02,0,4,1, ,  ,07,/////,               ,
04,1,86,01,27,0,14,57,/,00,8,5,2,01,0,4,1, ,00,08,/////,               ,
11,1,86,01,28,0,//,//,/,//,/,/,/,10,/,/,/, ,  ,21,8////,               ,
07,2,86,01,28,1,06,27,/,01,8,5,5,01,0,0,1, ,  ,07,/////,               ,
38,2,86,01,28,0,06,30,/,02,6,3,0,01,2,0,1,2,09,08,/////,               ,
07,1,86,01,28,1,08,13,/,01,8,5,2,09,1,3,2, ,  ,07,8//03,               ,
02,1,86,01,28,0,10,00,/,02,3,5,2,01,1,1,1, ,01,08,/////,               ,
02,1,86,01,28,0,10,00,/,02,5,3,5,03,1,1,2, ,  ,08,/////,               ,
07,2,86,01,29,0,05,34,/,01,8,5,0,01,1,4,1, ,  ,07,/////,               ,
02,1,86,01,29,0,08,00,/,02,1,5,0,01,0,1,1, ,  ,08,/////,               ,
02,1,86,01,29,0,08,00,/,02,1,5,0,03,0,1,1, ,  ,08,/////,               ,
10,1,86,01,29,0,13,55,/,06,8,5,0,01,2,1,1, ,  ,04,/////,               ,
09,2,86,01,30,0,05,00,/,05,4,3,9,01,1,0,1, ,  ,08,/////,               ,
10,2,86,01,30,0,05,45,/,01,8,1,0,01,0,0,1, ,  ,04,/////,               ,
02,2,86,01,30,0,06,00,/,04,/,/,/,01,0,0,1, ,  ,08,/////,               ,k 0.83
37,2,86,01,30,0,06,15,/,00,/,3,0,08,2,3,2, ,  ,07,810//,               ,
02,1,86,01,30,0,09,00,/,03,/,/,/,01,1,1,1, ,  ,08,/////,               ,
02,1,86,01,30,0,09,00,/,03,/,/,/,04,1,1,2, ,  ,08,/////,               ,
10,1,86,01,30,0,14,25,/,04,8,5,0,01,1,0,1, ,  ,04,/////,               ,
07,1,86,01,31,1,11,24,/,08,8,7,7,03,1,1,1, ,22,07,/////,               ,
07,1,86,01,31,1,11,26,/,05,8,7,7,02,1,4,1, ,23,07,/////,               ,
09,1,86,01,31,0,11,35,/,02,4,1,5,03,1,0,1, ,  ,08,/////,               ,
07,1,86,01,31,1,11,40,/,10,8,7,7,01,1,4,1, ,22,07,/////,               ,
09,1,86,01,31,0,11,50,/,02,4,1,5,02,1,0,2, ,  ,08,/////,               ,kA, kE
40,1,86,02,01,0,08,55,/,03,/,3,/,08,0,/,/, ,  ,01,805//,               ,
02,1,86,02,01,0,11,00,/,03,2,5,2,01,0,1,1, ,  ,08,/////,               ,
40,1,86,02,01,0,11,25,/,03,/,3,/,08,0,/,/, ,  ,01,815//,               ,
40,1,86,02,01,0,11,25,/,03,/,3,/,11,0,/,/, ,  ,01,/////,               ,
38,1,86,02,01,0,13,00,/,02,8,3,/,03,1,1,1, ,13,08,/////,               ,
38,1,86,02,01,0,13,10,/,02,8,3,/,02,2,1,1, ,13,08,/////,               ,
07,1,86,02,01,0,13,52,/,01,8,7,2,01,0,4,1, ,  ,07,/////,               ,
11,1,86,02,03,0,//,//,/,//,/,/,/,01,/,/,/, ,  ,21,/////,               ,
11,1,86,02,03,0,//,//,/,//,/,/,/,04,/,/,/, ,  ,21,/////,               ,
10,1,86,02,03,0,09,15,/,46,8,3,7,01,2,1,1,2,//,04,/////,               ,*
33,1,86,02,03,2,09,25,/,18,8,3,7,02,1,4,2, ,  ,08,/////,               ,*
10,1,86,02,03,0,09,40,/,43,8,3,7,04,3,1,2,2,//,04,/////,               ,*
17,1,86,02,03,0,09,40,/,05,8,6,0,01,2,1,1, ,  ,08,/////,               ,
17,1,86,02,03,0,09,40,/,05,8,6,0,03,3,1,2, ,  ,08,/////,               ,
17,1,86,02,03,0,09,40,/,05,8,6,0,11,3,1,2, ,  ,08,/////,               ,
10,1,86,02,03,0,09,50,/,33,8,3,7,05,1,1,1,2,//,04,/////,               ,*
10,1,86,02,03,0,09,50,/,30,8,3,7,11,2,1,2,2,//,04,/////,               ,*
10,1,86,02,03,0,09,50,/,25,8,3,7,12,0,1,1,2,//,04,/////,               ,*
10,1,86,02,03,0,09,50,/,15,8,3,7,13,2,0,1,2,//,04,/////,               ,*
33,1,86,02,03,2,09,55,/,14,8,3,7,01,0,4,1, ,  ,08,/////,               ,*
33,1,86,02,03,2,09,55,/,02,8,3,7,03,1,4,1, ,  ,08,/////,               ,*
06,1,86,02,03,0,10,00,/,36,8,3,0,01,/,/,/, ,  ,04,/////,               ,
06,1,86,02,03,0,10,00,/,36,8,3,0,04,/,/,/, ,  ,04,/////,               ,
06,1,86,02,03,0,10,00,/,36,8,3,0,05,/,/,/, ,  ,04,/////,               ,
06,1,86,02,03,0,10,00,/,15,8,3,0,12,/,/,/, ,  ,04,/////,               ,
33,1,86,02,03,2,10,00,/,26,8,3,7,11,3,1,2, ,  ,08,/////,               ,*
17,1,86,02,03,0,10,20,/,16,8,6,0,02,1,1,2, ,  ,08,/////,               ,
17,1,86,02,03,0,11,25,/,01,8,6,0,03,2,3,2, ,  ,08,/////,               ,
33,1,86,02,03,2,12,10,/,01,8,3,7,05,0,1,2, ,  ,08,/////,               ,*
33,1,86,02,03,2,12,10,/,01,8,3,7,12,1,4,1, ,  ,08,/////,               ,
33,1,86,02,03,2,12,10,/,01,8,3,7,13,1,0,1, ,  ,08,/////,               ,*
17,1,86,02,03,0,12,30,/,08,5,6,0,01,2,3,1, ,  ,08,/////,               ,
17,1,86,02,03,0,12,30,/,08,5,6,0,05,2,3,1, ,  ,08,/////,               ,
33,1,86,02,03,2,14,55,/,02,/,1,/,03,2,1,2, ,  ,08,/////,               ,
07,1,86,02,03,1,14,58,/,02,8,7,7,03,2,4,1, ,  ,07,/////,               ,kE
10,1,86,02,03,0,15,55,/,03,8,3,0,08,2,0,2, ,  ,04,803//,               ,
02,1,86,02,04,0,09,30,/,03,2,5,0,01,0,1,1, ,  ,08,/////,               ,
09,1,86,02,04,0,15,20,/,01,1,1,0,03,2,1,2, ,  ,08,/////,               ,
07,1,86,02,05,1,10,43,/,03,8,5,0,01,1,4,1, ,  ,07,/////,               ,
07,1,86,02,05,1,15,38,/,00,8,5,0,03,1,1,1, ,  ,07,/////,               ,
07,1,86,02,05,1,15,48,/,00,8,5,0,02,0,4,1, ,  ,07,/////,               ,
02,1,86,02,05,0,16,15,/,01,1,1,0,03,1,1,1, ,  ,08,/////,               ,
07,1,86,02,06,1,14,51,/,03,8,5,0,02,0,4,1, ,15,07,/////,               ,
04,1,86,02,07,0,16,24,/,01,/,0,8,10,1,3,1, ,  ,08,80201,               ,
09,1,86,02,07,0,16,25,/,02,/,1,5,08,1,0,2, ,  ,08,805//,               ,
33,1,86,02,08,2,08,05,/,//,1,1,0,08,0,4,1, ,  ,08,802//,               ,
09,1,86,02,08,0,09,30,/,02,6,3,7,01,1,1,1, ,  ,08,/////,               ,
04,1,86,02,08,0,10,00,/,01,/,/,9,01,1,4,1, ,00,08,/////,               ,
04,1,86,02,08,0,10,00,/,01,/,/,9,08,0,3,2, ,00,08,815//,               ,
09,1,86,02,08,1,16,30,/,01,/,3,/,08,0,0,/, ,  ,08,801//,               ,
33,5,86,02,12,2,06,50,/,01,0,0,0,09,0,1,2, ,00,08,8//18,               ,vom Beonachter 15m entfernt
17,1,86,02,12,0,09,00,/,01,8,3,0,10,2,3,2, ,  ,08,80705,               ,
11,1,86,02,15,0,//,//,/,//,/,/,/,01,/,/,/, ,  ,21,/////,               ,
40,1,86,02,15,0,16,50,/,02,/,1,/,08,1,/,/, ,  ,01,803//,               ,
11,1,86,02,19,0,//,//,/,//,/,/,/,01,/,/,/, ,  ,21,/////,               ,
11,1,86,02,19,0,//,//,/,//,/,/,/,08,/,/,/, ,  ,21,8////,               ,
33,1,86,02,20,2,08,15,/,00,/,/,/,10,1,4,1, ,  ,08,80101,               ,
07,1,86,02,20,1,08,54,0,03,8,5,0,09,1,3,2, ,  ,07,8//03,               ,
06,1,86,02,20,0,09,10,/,07,8,3,1,10,2,0,2, ,  ,04,80203,               ,
38,1,86,02,20,0,16,25,/,01,0,0,/,08,3,0,2, ,00,08,803//,               ,Schneefall wÑhrend der Beobachtung
04,1,86,02,20,1,16,45,/,//,/,/,9,08,3,3,2, ,00,08,803//,               ,kE
07,1,86,02,21,1,07,34,/,01,8,5,5,09,2,4,2, ,  ,07,8//02,               ,
40,1,86,02,21,0,08,10,/,02,/,3,/,08,0,/,/, ,  ,01,804//,               ,
40,1,86,02,21,0,08,10,/,02,/,1,/,09,1,/,/, ,  ,01,8//08,               ,
09,1,86,02,21,1,08,15,/,00,0,0,8,08,1,0,1, ,  ,08,801//,               ,Eisnadelfall
38,1,86,02,21,0,08,15,/,01,0,0,8,08,1,0,1, ,00,08,801//,               ,Schneefall wÑhrend der Beobachtung
07,1,86,02,21,1,08,23,/,00,8,5,5,08,1,3,2, ,  ,07,804//,               ,
11,1,86,02,22,0,//,//,/,//,/,/,/,08,/,/,/, ,  ,21,8////,               ,
37,1,86,02,22,1,08,35,/,06,/,/,/,10,2,4,2, ,//,07,80202,               ,
11,1,86,02,23,0,//,//,/,//,/,/,/,23,/,/,/, ,  ,21,/////,               ,
11,1,86,02,24,0,//,//,/,//,/,/,/,01,/,/,/, ,  ,21,/////,               ,
06,2,86,02,24,0,01,15,/,09,7,3,2,01,/,/,/, ,  ,04,/////,               ,
07,1,86,02,24,1,16,54,/,02,8,1,9,09,2,4,2, ,  ,07,8//02,               ,
07,1,86,02,24,1,17,10,/,02,8,1,9,08,2,4,2, ,  ,07,802//,               ,
07,1,86,02,25,1,08,10,/,03,8,5,9,08,1,3,2, ,  ,07,802//,               ,
07,1,86,02,25,1,08,42,0,00,8,5,9,09,1,3,1, ,  ,07,8//01,               ,
04,5,86,02,27,1,04,45,/,//,/,/,/,01,1,2,2, ,  ,08,/////,               ,
04,1,86,02,28,0,11,29,/,20,4,3,0,01,1,4,2, ,  ,08,/////,               ,
04,1,86,02,28,0,11,29,/,03,4,3,0,04,1,0,2, ,  ,08,/////,               ,
04,1,86,02,28,0,11,29,/,03,4,3,0,05,2,4,1, ,  ,08,/////,               ,
04,1,86,02,28,0,11,29,/,03,4,3,0,13,1,0,1, ,  ,08,/////,               ,
07,1,86,02,28,1,11,43,/,10,8,5,0,01,2,4,2, ,  ,07,/////,               ,
07,1,86,02,28,1,11,52,/,01,8,5,0,13,0,0,1, ,  ,07,/////,               ,
02,1,86,02,28,0,12,00,/,13,3,5,0,01,1,1,1, ,  ,08,/////,               ,
02,1,86,02,28,0,12,00,/,13,3,5,0,02,1,1,2, ,  ,08,/////,               ,
38,1,86,02,28,0,12,45,/,07,2,4,0,03,2,1,1, ,  ,08,/////,               ,
38,1,86,02,28,0,13,15,/,07,2,4,0,01,2,1,2, ,  ,08,/////,               ,
09,1,86,02,28,0,13,20,/,14,8,3,0,01,2,1,1, ,  ,08,/////,               ,
38,1,86,02,28,0,13,40,/,02,5,1,0,02,1,1,1, ,  ,08,/////,               ,
38,1,86,02,28,0,13,40,/,02,5,1,0,05,2,1,1, ,  ,08,/////,               ,
07,1,86,02,28,1,16,35,/,02,5,5,0,04,1,1,1, ,  ,07,/////,               ,
09,1,86,02,28,0,16,45,/,01,2,1,0,02,1,1,1, ,  ,08,/////,               ,
11,1,86,03,01,0,//,//,/,//,/,/,/,08,/,/,/, ,  ,21,8////,               ,
10,2,86,03,01,0,05,40,/,02,8,3,0,01,1,0,1, ,  ,04,/////,               ,
40,1,86,03,01,0,07,40,/,11,/,1,/,01,0,/,/, ,  ,01,/////,               ,
10,1,86,03,01,0,08,30,/,21,8,5,0,04,2,1,1, ,  ,04,/////,               ,
04,1,86,03,01,0,08,35,/,01,8,3,0,02,0,0,1, ,27,08,/////,               ,
04,1,86,03,01,0,08,35,/,01,8,3,0,03,3,4,2, ,27,08,/////,               ,
10,1,86,03,01,0,08,50,/,19,8,5,0,01,2,1,1, ,  ,04,/////,               ,
06,1,86,03,01,1,08,55,/,26,7,3,7,01,/,/,/, ,  ,04,/////,               ,
06,1,86,03,01,1,08,55,/,26,7,3,7,04,/,/,/, ,  ,04,/////,               ,
06,1,86,03,01,1,08,55,/,26,7,3,7,05,/,/,/, ,  ,04,/////,               ,
33,1,86,03,01,2,09,55,/,14,8,3,0,01,0,4,1, ,  ,08,/////,               ,
40,1,86,03,01,0,09,55,/,07,/,3,/,05,0,/,/, ,  ,01,/////,               ,
40,1,86,03,01,0,09,55,/,07,/,3,/,11,0,/,/, ,  ,01,/////,               ,
04,1,86,03,01,0,10,00,/,04,8,3,0,01,1,0,1, ,25,08,/////,               ,*
04,1,86,03,01,0,10,00,/,04,8,3,0,05,1,4,2, ,25,08,/////,               ,*
07,1,86,03,01,0,10,01,/,03,8,3,0,01,1,4,1, ,  ,07,/////,               ,
04,1,86,03,01,0,10,25,/,01,8,3,0,13,2,0,1, ,25,08,/////,               ,*
04,1,86,03,01,0,10,25,/,01,8,3,0,25,1,0,1, ,25,08,/////,               ,
04,1,86,03,01,0,10,25,/,01,8,3,0,27,1,0,2, ,25,08,/////,               ,*
04,1,86,03,01,0,10,25,/,01,8,3,0,51,1,0,2, ,25,08,/////,               ,*
04,1,86,03,01,0,10,35,/,01,8,3,0,11,1,1,1, ,25,08,/////,               ,*
04,1,86,03,01,0,10,35,/,01,8,3,0,12,1,1,1, ,25,08,/////,               ,*
02,1,86,03,01,0,11,00,/,06,4,5,0,01,1,1,1, ,  ,08,/////,               ,
02,1,86,03,01,0,11,00,/,06,4,5,0,04,1,1,2, ,  ,08,/////,               ,
07,1,86,03,01,0,11,43,/,01,8,3,0,07,1,4,1, ,  ,07,/////,               ,
04,1,86,03,01,0,12,05,/,03,8,3,8,01,0,0,2, ,23,08,/////,               ,
04,1,86,03,01,0,12,05,/,03,8,3,8,04,2,1,2, ,23,08,/////,               ,
04,1,86,03,01,0,12,05,/,03,8,3,8,05,1,4,2, ,23,08,/////,               ,
06,1,86,03,01,1,14,45,/,06,3,5,0,04,/,/,/, ,  ,04,/////,               ,
06,1,86,03,01,1,14,45,/,06,3,5,0,11,/,/,/, ,  ,04,/////,               ,
10,1,86,03,01,0,16,30,/,02,8,5,9,04,1,0,1, ,  ,04,/////,               ,
11,1,86,03,02,0,//,//,/,//,/,/,/,01,/,/,/, ,  ,21,/////,               ,
11,1,86,03,02,0,//,//,/,//,/,/,/,03,/,/,/, ,  ,21,/////,               , 
33,1,86,03,03,2,17,00,/,//,1,4,0,08,2,4,1, ,  ,08,802//,               ,
10,1,86,03,04,0,14,30,/,10,8,3,0,01,0,0,1, ,10,04,/////,               ,
11,1,86,03,07,0,//,//,/,//,/,/,/,01,/,/,/, ,  ,21,/////,               ,
11,1,86,03,07,0,//,//,/,//,/,/,/,04,/,/,/, ,  ,21,/////,               ,
11,1,86,03,07,0,//,//,/,//,/,/,/,11,/,/,/, ,  ,21,/////,               ,
02,1,86,03,07,0,16,30,/,07,3,5,2,01,1,1,1, ,  ,08,/////,               ,
02,1,86,03,07,0,16,30,/,07,3,5,2,03,1,1,2, ,  ,08,/////,               ,
02,1,86,03,07,0,16,30,/,07,3,5,2,05,2,1,2, ,  ,08,/////,               ,
02,1,86,03,07,0,16,30,/,07,3,5,2,12,1,1,1, ,  ,08,/////,               ,
33,1,86,03,08,2,16,40,/,01,/,3,8,03,1,1,1, ,  ,08,/////,               ,
09,1,86,03,10,0,18,10,/,01,1,1,0,08,0,0,1, ,11,08,804//,               ,
06,1,86,03,15,1,12,40,/,06,8,3,8,01,/,/,/, ,02,04,/////,               ,
07,1,86,03,17,0,16,10,/,08,8,5,0,01,1,4,1, ,  ,07,/////,               ,
02,1,86,03,17,0,17,00,/,04,1,5,/,01,0,1,1, ,  ,08,/////,               ,
02,1,86,03,17,0,17,00,/,04,1,5,0,03,1,1,1, ,  ,08,/////,               ,
04,1,86,03,17,0,17,10,/,01,2,1,0,04,1,1,1, ,  ,08,/////,               ,
07,1,86,03,17,0,17,27,/,02,8,5,0,08,1,3,2, ,  ,07,802//,               ,
06,1,86,03,17,1,17,50,/,02,2,3,7,08,/,/,/, ,  ,04,805//,               ,
40,1,86,03,19,0,17,42,/,01,/,1,/,01,0,/,/, ,  ,01,/////,               ,
40,1,86,03,19,0,17,46,/,01,/,1,/,03,1,/,/, ,  ,01,/////,               ,
40,1,86,03,19,0,17,58,/,00,/,1,/,08,1,/,/, ,  ,01,801//,               ,
33,1,86,03,20,2,17,50,/,01,1,1,0,08,0,4,2, ,14,08,810//,               ,
40,1,86,03,21,0,17,50,/,02,/,1,/,02,0,/,/, ,  ,01,/////,               ,
40,1,86,03,22,0,17,03,/,03,/,3,/,01,0,/,/, ,  ,01,/////,               ,
02,1,86,03,22,0,18,00,/,02,1,5,0,08,1,4,2, ,  ,08,810//,               ,
10,2,86,03,22,0,22,30,/,01,8,3,0,01,1,0,1, ,10,04,/////,               ,
07,1,86,03,24,1,06,08,/,01,8,5,7,08,1,4,2, ,03,07,802//,               ,
33,1,86,03,24,2,06,45,/,01,1,1,0,09,1,4,2, ,04,08,8//03,               ,
33,1,86,03,24,2,06,50,/,22,6,3,0,01,1,0,1, ,04,08,/////,               ,
33,1,86,03,24,2,06,50,/,01,1,1,0,08,1,4,2, ,04,08,803//,               ,
10,1,86,03,24,1,07,00,/,01,8,5,0,01,2,1,1, ,04,03,/////,               ,
07,1,86,03,24,1,07,39,/,00,8,5,7,01,0,0,1, ,03,07,/////,               ,
09,1,86,03,24,0,07,45,/,05,8,3,2,01,2,4,1, ,03,08,/////,               ,
38,1,86,03,24,0,07,55,/,02,8,3,0,01,2,1,1, ,04,08,/////,               ,
09,1,86,03,24,0,08,00,/,02,8,3,2,05,1,0,1, ,03,08,/////,               ,
04,1,86,03,24,0,08,05,/,00,8,2,9,01,1,4,1, ,  ,08,/////,               ,
06,1,86,03,24,1,08,30,/,06,5,1,2,01,/,/,/, ,04,04,/////,               ,
10,1,86,03,24,1,09,30,/,02,8,3,7,01,2,1,2, ,01,03,/////,               ,
10,1,86,03,24,1,09,30,/,02,8,3,7,05,2,1,1, ,01,03,/////,               ,
06,1,86,03,24,1,09,40,/,13,7,1,0,01,/,/,/, ,03,04,/////,               ,
40,1,86,03,24,0,11,15,/,12,/,1,/,01,0,/,/, ,  ,01,/////,               ,
40,1,86,03,25,0,11,40,/,01,/,1,/,01,0,/,/, ,  ,01,/////,               ,
07,1,86,03,25,1,16,36,/,04,8,5,2,04,2,1,2, ,  ,07,/////,               ,
07,1,86,03,25,1,16,42,/,03,8,5,2,01,1,4,1, ,  ,07,/////,               ,
38,1,86,03,25,0,16,50,/,04,6,1,5,02,2,1,1, ,  ,08,/////,               ,
38,1,86,03,25,0,16,50,/,04,6,1,5,03,2,1,1, ,  ,08,/////,               ,
09,1,86,03,25,0,17,10,/,04,6,5,5,02,2,1,2, ,  ,08,/////,               ,
09,1,86,03,25,0,17,10,/,04,6,5,5,03,2,1,2, ,  ,08,/////,               ,
09,1,86,03,25,0,17,20,/,02,6,5,5,01,1,1,1, ,  ,08,/////,               ,
09,1,86,03,25,0,17,20,/,01,6,5,5,05,0,1,1, ,  ,08,/////,               ,
06,1,86,03,25,1,17,35,/,01,1,1,6,02,1,1,1, ,  ,04,/////,               ,
02,1,86,03,25,0,17,40,/,04,1,5,8,01,0,1,1, ,  ,08,/////,               ,
02,1,86,03,25,0,17,40,/,04,1,5,8,02,1,1,2, ,  ,08,/////,               ,
02,1,86,03,25,0,17,40,/,04,1,5,8,08,1,0,2, ,  ,08,812//,               ,
04,1,86,03,25,0,17,51,/,01,7,5,3,02,2,4,1, ,  ,08,/////,               ,
04,1,86,03,25,0,17,55,/,00,7,5,3,01,1,0,1, ,  ,08,/////,               ,
04,1,86,03,25,0,17,55,/,01,7,5,3,08,0,0,2, ,  ,08,805//,               ,
09,1,86,03,25,0,18,10,/,01,2,1,5,08,1,0,2, ,  ,08,810//,               ,
10,1,86,03,25,1,18,25,/,01,/,5,5,01,1,4,1, ,  ,03,/////,               ,
33,2,86,03,25,2,18,45,/,//,2,1,5,09,0,0,1, ,  ,08,8//01,               ,
