11,1,88,01,01,0,//,//,/,//,/,/,/,01,/,/,/, ,  ,21,/////,               ,
10,1,88,01,21,0,09,05,2,01,8,5,8,02,1,1,2,4,//,04,/////,               ,
29,1,88,01,21,2,09,15,1,17,7,5,9,02,1,1,2, ,  ,04,/////,               ,UH, 8¯-Schweif
29,1,88,01,21,2,10,45,2,12,8,3,9,01,1,1,1, ,  ,04,/////,b-c-d-e        ,
15,1,88,01,21,2,10,55,/,32,8,1,2,01,3,1,1, ,32,08,/////,b/d/f          ,
15,1,88,01,21,2,10,55,/,32,8,1,2,02,3,1,2, ,32,08,/////,               ,
15,1,88,01,21,2,10,55,/,32,8,1,2,03,3,1,2, ,32,08,/////,               ,
40,1,88,01,21,0,10,55,/,//,/,/,/,02,/,/,/, ,  ,01,/////,               ,
09,1,88,01,21,1,11,40,2,16,/,/,/,01,2,1,1, ,  ,07,/////,               ,* ca. 120¯ des Ringes
09,1,88,01,21,1,11,40,2,16,8,5,7,03,2,1,2, ,  ,07,/////,               ,* 
09,1,88,01,21,1,11,45,1,24,/,/,/,01,2,1,1, ,  ,07,/////,b-c-d-e-f      ,*
29,1,88,01,21,2,12,00,0,18,7,3,8,11,1,1,1, ,  ,04,/////,               ,mehrere UH
09,1,88,01,21,1,12,15,1,12,/,/,/,02,2,1,2, ,  ,07,/////,               ,*
09,1,88,01,21,1,12,15,1,12,/,/,/,05,2,1,2, ,  ,07,/////,               ,*
29,1,88,01,21,2,12,25,0,02,6,3,8,05,1,1,1, ,  ,04,/////,               ,
34,1,88,01,21,0,12,25,2,//,8,3,1,01,0,1,1, ,  ,07,/////,a-b-c-d-e-f-g  ,kE
